year,city,hotel_name,total_rooms,rooms_used,occupancy_rate,avg_price,room_revenue,food_revenue,total_revenue,employees,individual_guests,group_guests,total_guests,domestic_guests,japan_guests,korea_guests,hk_mo_guests,usa_guests,domestic_ratio,international_ratio,individual_ratio,revpar,star_rank,star_rating,has_star
2023,台北市,晶華酒店,6456,152998.0,77.91312318582268,5611.993437822716,858623772,2021355215,3177185566,966,243108,35423,278531,125547,56255,21668,11229,24691,0.4507469545580205,0.5492530454419795,0.8728220557137266,4372.479360391098,5.0,五星級,1
2023,台北市,台北遠東香格里拉,5040,103458.0,67.48727984344423,6400.310164511203,662163289,784048648,1649594886,473,158199,25462,183661,43108,12498,6908,17707,47153,0.2347150456547661,0.7652849543452339,0.8613641437213126,4319.395231572081,5.0,五星級,1
2023,台北市,美麗信花園酒店,2436,54882.0,74.069775288481,2554.805783316935,140212851,36037131,237674711,121,84887,21774,106661,29312,27479,11128,10564,7211,0.2748145995255998,0.7251854004744003,0.7958579049512006,1892.3389027599706,,無星等/未評鑑,0
2023,台北市,台北寒舍艾美酒店,1920,46091.0,78.92294520547945,9611.058102449502,442983279,823025873,1390113884,333,61147,4703,65850,29249,1946,734,5937,13684,0.44417615793470006,0.5558238420652999,0.928580106302202,7585.330119863014,5.0,五星級,1
2023,台北市,台北W飯店,4814,109791.0,74.98360879661249,9296.047809018954,1020622385,477072795,1685702027,393,162109,19977,182086,42371,9738,4386,19718,52728,0.23269773623452655,0.7673022637654734,0.8902881056204212,6970.512122660838,5.0,五星級,1
2023,台北市,台北萬豪酒店,3816,104425.0,89.96726113552167,5907.252171414891,616864808,969169437,1979570365,502,120211,25192,145403,46906,4427,15342,5680,54175,0.3225930689187981,0.6774069310812019,0.8267436022640523,5314.5929869906095,5.0,五星級,1
2023,台北市,台北美福大飯店,1752,33585.0,63.023081253518484,6286.719547417001,211139476,896647962,1198910785,339,60136,6114,66250,38270,3107,8113,2940,7497,0.5776603773584905,0.4223396226415095,0.9077132075471698,3962.084368549446,6.0,卓越五星,1
2023,台北市,JR東日本大飯店台北,3456,83098.0,79.05060882800609,5504.207104864136,457388602,245815064,755053843,249,150827,7759,158586,48326,32932,8004,25456,13721,0.3047305562912237,0.6952694437087763,0.9510738652844514,4351.1092275494675,4.0,四星級,1
2023,台北市,天成大飯店,2700,69683.0,84.84992389649923,3525.768752780449,245686144,342351511,627576934,299,131715,7734,139449,24735,31089,21284,16026,9168,0.17737667534367405,0.8226233246563259,0.9445388636705893,2991.6121035007614,4.0,四星級,1
2023,台北市,第一大飯店,2112,31970.0,49.76650062266501,1794.033656553019,57355256,106697525,413780397,32,7477,50144,57621,13011,17635,629,930,1957,0.22580309262248138,0.7741969073775186,0.12976171881779214,892.8277708592781,4.0,四星級,1
2023,台北市,歐華酒店,1344,17573.0,42.98679060665362,3351.383656746145,58893865,71979672,144632173,98,24747,6992,31739,8936,9009,1456,1751,2239,0.28154636251929804,0.718453637480702,0.7797032042597435,1440.6522749510766,4.0,四星級,1
2023,台北市,福容大飯店  台北一館,1440,26981.0,61.60045662100456,2999.214373077351,80921803,94551175,184491173,81,35574,5607,41181,20293,2066,1537,1937,2084,0.49277579466258714,0.5072242053374129,0.8638449770525243,1847.5297488584474,4.0,四星級,1
2023,台北市,漢普頓酒店,1532,33692.0,72.30508401828443,2312.175828089754,77901828,23327727,121267791,55,48914,14894,63808,25692,17905,4884,3805,2657,0.4026454363089268,0.5973545636910732,0.7665809929789368,1671.8206751507603,,無星等/未評鑑,0
2023,台北市,台北君品大酒店,3432,68067.0,65.20452150589136,4992.039196673865,339793132,560049159,946010245,321,103277,19355,122632,38148,23468,6458,14698,10513,0.311077043512297,0.6889229564877031,0.8421700698023354,3255.0352715777367,5.0,五星級,1
2023,台北市,台北花園大酒店,2892,72280.0,82.16904450633776,2572.004122855561,185904458,258210989,535227843,155,135103,10304,145407,22894,5317,45178,13915,5122,0.15744771572207666,0.8425522842779234,0.9291368366034648,2113.391212414028,4.0,四星級,1
2023,台北市,日勝生加賀屋國際溫泉飯店,1076,12700.0,38.8011365372277,13691.60606299213,173883397,100385019,347643589,128,25708,2642,28350,20710,830,185,3715,1025,0.7305114638447971,0.26948853615520285,0.9068077601410934,5312.498762640923,,無星等/未評鑑,0
2023,台北市,北投麗禧溫泉酒店,792,16242.0,67.42216687422167,15975.48079054304,259473759,122743988,464909649,156,27551,1411,28962,15734,609,1385,5606,1732,0.5432635867688695,0.45673641323113046,0.9512809888819833,10771.015317559157,4.0,四星級,1
2023,台北市,台北艾麗酒店,2820,67382.0,78.55668901194987,6051.94186874833,407791947,263830032,746154372,184,92599,8258,100857,34968,2168,4785,16132,7326,0.34670870638626966,0.6532912936137303,0.9181216970562281,4754.205153016614,5.0,五星級,1
2023,台北市,北投老爺酒店,600,13554.0,74.26849315068493,6403.093477940091,86787529,41277329,147754878,62,28439,1113,29552,20862,438,631,4615,813,0.7059420682187331,0.29405793178126693,0.962337574445046,4755.48104109589,4.0,四星級,1
2023,台北市,雀客旅館台北南京,674,16238.0,79.2020290703346,2718.588742455967,44144444,0,44144444,9,25910,2455,28365,23525,344,414,1182,686,0.8293671778600388,0.17063282213996123,0.9134496738938833,2153.177446102819,,無星等/未評鑑,0
2023,台北市,合尊酒店 S Hotel,1212,14372.0,38.98548758985488,3528.646534929029,50713708,6498165,63426578,58,24788,1305,26093,12065,545,587,2195,1353,0.4623845475798107,0.5376154524201893,0.9499865864408079,1375.6600569646005,,無星等/未評鑑,0
2023,台北市,台北中山雅樂軒酒店,1056,27787.0,86.50996264009963,4446.406377082809,123552294,5009443,143703253,39,41718,0,41718,7108,4949,993,3854,11796,0.17038208926602424,0.8296179107339757,1.0,3846.5844956413453,,無星等/未評鑑,0
2023,台北市,義華酒店,1788,30735.0,56.513744598694494,3330.390954937368,102359566,2097299,116960633,16,40029,4471,44500,16610,1483,2289,2109,12997,0.37325842696629213,0.6267415730337078,0.8995280898876404,1882.1286384113266,,無星等/未評鑑,0
2023,台北市,台北漢來大飯店,848,7295.0,28.20522734302505,6303.812063056888,45986309,98698358,163434988,407,11831,1161,12992,11242,147,516,236,176,0.865301724137931,0.13469827586206895,0.9106373152709359,1778.004523662233,5.0,五星級,1
2023,桃園市,尊爵天際大飯店,3000,53281.0,58.390136986301364,2462.284585499521,131192985,36814188,170562778,81,35417,46175,81592,11652,2171,8252,77,1556,0.1428081184429846,0.8571918815570154,0.4340744190606922,1437.7313424657532,3.0,三星級,1
2023,桃園市,南方莊園渡假飯店,1332,18053.0,44.558805380723186,6107.170774940453,110252754,153651593,301947473,118,33873,13372,47245,46383,44,24,476,41,0.9817546830352418,0.018245316964758174,0.7169647581754683,2721.2823398741207,4.0,四星級,1
2023,桃園市,台北諾富特華航桃園機場飯店,5952,108922.0,60.14467145223633,3529.163529865408,384403550,264774012,674615417,260,135571,8436,144007,67506,9128,2744,1949,14947,0.46876887929059,0.53123112070941,0.9414195143291646,2122.6038100496958,4.0,四星級,1
2023,桃園市,桃園喜來登酒店,2268,27167.0,39.38102486047692,3287.584385467663,89313805,113934578,220242804,147,31733,9126,40859,22273,1164,713,621,7665,0.5451185785261509,0.45488142147384913,0.7766465160674515,1294.6844241501778,4.0,四星級,1
2023,桃園市,名人堂花園大飯店,1536,30294.0,64.8416095890411,5588.424473493101,169295731,267289988,557277724,345,86681,6001,92682,90146,127,43,506,587,0.9726376211130532,0.027362378886946814,0.935251720938262,3623.624379280822,,無星等/未評鑑,0
2023,桃園市,和逸飯店桃園青埔館,2616,60760.0,76.36043735076034,4741.342396313364,288083964,3014024,332033184,113,130359,0,130359,106715,1493,1561,4413,815,0.8186239538505204,0.18137604614947955,1.0,3620.5097901219046,4.0,四星級,1
2023,桃園市,尊爵大飯店,2616,41376.0,51.999497297976625,2691.4375725058,111360921,89015395,207831863,96,26616,31308,57924,13705,2739,12529,875,2000,0.23660313514260065,0.7633968648573993,0.4594986534079138,1399.534007791881,3.0,三星級,1
2023,桃園市,古華花園飯店,3060,76694.0,82.40021488047273,2842.091532584035,217971368,95525729,336480706,170,123921,8053,131974,77776,5529,3690,5620,8081,0.5893282010092897,0.41067179899071027,0.9389804052313334,2341.8895299489654,3.0,三星級,1
2023,桃園市,福容大飯店   桃園,2184,52327.0,78.77013397561343,2384.287518871711,124762613,136398471,263089149,60,48771,11489,60260,24966,2566,4680,3731,1052,0.4143046797212081,0.5856953202787919,0.8093428476601394,1878.1064729790762,3.0,三星級,1
2023,桃園市,福容徠旅 林口,447,5221.0,38.08724832214765,2902.919938709059,15156145,6429,15162574,24,6036,3799,9835,3239,152,1384,375,155,0.329334011184545,0.670665988815455,0.6137264870360956,1105.6423256492556,,無星等/未評鑑,0
2023,台中市,全國大飯店,2136,33912.0,52.19639833769432,2257.109135409295,76543085,58665050,151154369,73,54482,7963,62445,47909,4908,973,1172,1980,0.7672191528545119,0.23278084714548808,0.8724797822083433,1178.129675234724,5.0,五星級,1
2023,台中市,長榮桂冠酒店(台中),4248,91418.0,70.75148982276913,2694.700649762629,246344144,326128427,650124937,246,67073,24345,91418,68267,6193,747,788,2959,0.7467566562383776,0.2532433437616224,0.7336957710735303,1906.5408559709,5.0,五星級,1
2023,台中市,台中福華大飯店,1860,50641.0,89.51126822801591,2971.151320076618,150462074,182028561,370611067,178,88150,7292,95442,66764,3902,1876,1182,2302,0.6995243184342324,0.30047568156576765,0.9235975775863875,2659.515227574017,5.0,五星級,1
2023,台中市,台中金典酒店,2664,63020.0,77.77366407503393,3025.193208505236,190647676,281445887,642106211,268,79284,44984,124268,98399,8223,1809,2095,3293,0.7918289503331509,0.20817104966684907,0.6380081758779412,2352.803603603603,5.0,五星級,1
2023,台中市,通豪大飯店,2712,508.0,0.6158322220875257,2556.885826771654,1298898,177356,1821736,30,660,0,660,648,4,0,3,2,0.9818181818181818,0.018181818181818188,1.0,15.746126803248883,3.0,三星級,1
2023,台中市,龍谷大飯店,2268,18100.0,26.2375878814235,1961.610276243094,35505146,13435224,52796782,40,20316,21668,41984,41682,28,7,160,15,0.9928067835365854,0.007193216463414642,0.4838986280487805,514.6792201203161,,無星等/未評鑑,0
2023,台中市,裕元花園酒店,1788,44963.0,82.67537004688793,3861.00273558259,173602266,336592408,560168287,275,69619,8919,78538,61035,2282,1004,1161,3426,0.7771397285390511,0.2228602714609489,0.8864371387099239,3192.0982991633723,5.0,五星級,1
2023,台中市,台中港酒店,2400,51725.0,70.85616438356165,3175.198337361044,164237134,31004753,210754127,104,76546,5449,81995,46662,8693,2592,617,1090,0.5690834807000427,0.43091651929995733,0.9335447283370937,2249.8237534246578,3.0,三星級,1
2023,台南市,台南大飯店,1824,32771.0,59.06813266041817,2264.091330749748,74196537,114329589,197676018,121,53793,5450,59243,40749,7670,945,1722,1448,0.6878280978343433,0.3121719021656567,0.9080060091487602,1337.3564708002884,3.0,三星級,1
2023,台南市,趣淘漫旅,2376,40677.0,56.28476546284765,3795.945054945055,154407657,32665708,207686741,105,80035,38929,118964,118538,11,2,49,14,0.9964190847651391,0.0035809152348609263,0.6727665512255808,2136.5387712743877,3.0,三星級,1
2023,台南市,台糖長榮酒店(台南),2310,51918.0,73.86782385999858,3030.539928348549,157339572,245292337,416989639,165,87067,20089,107156,97044,2971,814,350,1650,0.9056329090298256,0.09436709097017437,0.8125256635186083,2238.5938962794335,5.0,五星級,1
2023,台南市,台南遠東香格里拉,3960,93784.0,77.86135325861353,4423.095026870255,414815544,281790463,800061570,497,126672,10526,137198,69930,6434,6757,2852,21064,0.5097013075992362,0.49029869240076385,0.9232787649965742,3443.881643835617,5.0,五星級,1
2023,台南市,台南大員皇冠假日酒店,2762,54421.0,64.77996405147067,4303.083295051542,234178096,217077519,497917433,223,78960,21122,100082,86240,308,674,845,3066,0.8616934114026499,0.13830658859735012,0.7889530584920366,2787.5358116392285,5.0,五星級,1
2023,台南市,遠百企業觀光旅館,480,921.0,6.308219178082192,919.8697068403909,847200,0,847200,23,961,0,961,961,0,0,0,0,1.0,0.0,1.0,58.02739726027397,,無星等/未評鑑,0
2023,高雄市,承攜行旅 高雄六合館,3228,27388.0,27.894281203849868,2174.355155542573,59551239,0,59551239,36,59359,9772,69131,60261,2445,618,760,424,0.8716928729513532,0.12830712704864677,0.8586451808884581,606.5207414574525,,無星等/未評鑑,0
2023,高雄市,高雄圓山大飯店,1260,25258.0,65.9047619047619,2826.025378098028,71379749,148076622,240164989,130,43055,17328,60383,55824,1274,543,499,540,0.9244986171604591,0.07550138283954089,0.7130318135899177,1862.4852968036525,5.0,五星級,1
2023,高雄市,高雄國賓大飯店,453,6433.0,45.80930000712098,3370.426239701539,21681952,33473148,56787432,0,12302,2064,14366,12846,448,233,37,164,0.8941946262007517,0.10580537379924826,0.8563274397883892,1543.9686676636047,5.0,五星級,1
2023,高雄市,漢來大飯店,6420,112973.0,57.85328383049545,3801.600948899295,429478264,908440520,1601811658,907,156011,38788,194799,133448,13306,7925,2523,10231,0.6850548514109416,0.3149451485890584,0.8008819347121905,2199.3509870695175,5.0,五星級,1
2023,高雄市,高雄福華大飯店,3252,71361.0,72.14375979376231,2605.202645702835,185909866,274625134,503012589,292,103865,36483,140348,91558,19014,4478,5076,1582,0.652364123464531,0.347635876535469,0.7400532960925699,1879.491138856594,5.0,五星級,1
2023,高雄市,寒軒國際大飯店,4492,85033.0,62.23551024291706,2224.702033328237,189173088,162114195,359838983,202,83594,47656,131250,102906,10924,3227,2493,1266,0.7840457142857142,0.21595428571428577,0.6369066666666666,1384.554661826379,5.0,五星級,1
2023,高雄市,麗尊大酒店,2256,38910.0,56.703584960652876,2626.745052685685,102206650,177025344,289731394,177,61702,10809,72511,57378,6368,1408,1852,1498,0.7913006302492036,0.2086993697507964,0.8509329618954365,1489.4586126493734,3.0,三星級,1
2023,高雄市,義大皇家酒店,7872,120482.0,50.318242565987305,3199.808701714779,385519352,243787103,690087290,392,158711,140592,299303,284937,278,6582,3604,427,0.952001817556122,0.04799818244387799,0.5302686575142915,1610.0875041764116,4.0,四星級,1
2023,高雄市,高雄萬豪酒店,8400,146122.0,57.19060665362036,4943.741777418869,722389436,905152360,1804483848,712,227921,51276,279197,201487,3827,4671,7552,35628,0.7216660637471033,0.2783339362528967,0.8163447314978313,2827.355913894325,5.0,五星級,1
2023,高雄市,福容大飯店 高雄,3000,54007.0,59.18575342465754,2584.717962486344,139592863,53121309,192939597,82,60815,50628,111443,93401,2448,2227,1436,1008,0.8381055786366124,0.1618944213633876,0.5457049792270489,1529.7848,3.0,三星級,1
2023,高雄市,晶英國際行館,1764,18348.0,34.19625384400335,8348.303248310443,153174668,166382837,365598140,229,31812,2756,34568,28434,582,683,1505,1120,0.8225526498495719,0.17744735015042812,0.920273084934043,2854.806970459417,4.0,四星級,1
2023,宜蘭縣,礁溪老爺酒店,2364,52418.0,72.89896391071554,8681.363596474494,455059717,280038111,869200744,321,119440,20094,139534,132696,417,211,2781,1381,0.9509940229621454,0.04900597703785459,0.8559920879498903,6328.624115151938,5.0,五星級,1
2023,宜蘭縣,蘭城晶英酒店,2316,61610.0,87.45830080204415,10315.21368284369,635520315,581855169,1353331546,368,227479,10066,237545,227329,186,4,3653,1249,0.9569934117746112,0.04300658822538883,0.9576248710770591,9021.51061111505,5.0,五星級,1
2023,宜蘭縣,長榮鳳凰酒店(礁溪),2772,41172.0,48.83116883116883,6762.703099193627,278434012,224982340,560778698,257,86149,25024,111173,109237,112,238,751,343,0.9825856997652308,0.017414300234769198,0.7749093754778589,3302.306967917927,5.0,五星級,1
2023,宜蘭縣,綠舞國際觀光飯店,1356,17160.0,41.605043035519465,6898.949883449884,118385980,64555877,236275818,260,31416,20946,52362,52270,0,0,53,2,0.9982430006493258,0.0017569993506741932,0.5999770826171651,2870.311068008244,4.0,四星級,1
2023,宜蘭縣,幼獅大飯店,635,3015.0,15.61043802423113,1405.791044776119,4238460,0,4482600,9,1030,1522,2552,2549,3,0,0,0,0.9988244514106583,0.0011755485893416573,0.4036050156739812,219.45013979496733,3.0,三星級,1
2023,宜蘭縣,山泉大飯店,1752,35647.0,66.89247513604803,1887.678935113754,67290091,19205724,91048226,39,29950,47791,77741,66152,6,3364,5111,6,0.8509280817072072,0.14907191829279276,0.3852535984872847,1262.7151623193843,3.0,三星級,1
2023,宜蘭縣,悅川酒店,1236,27086.0,72.04681473600213,4357.618548327549,118030456,78814483,196844939,98,43976,31866,75842,74635,12,8,600,56,0.9840853353023391,0.015914664697660896,0.5798370296141979,3139.5253624152156,4.0,四星級,1
2023,宜蘭縣,凱渡廣場酒店,3420,25310.0,24.33068973804374,5605.070920584749,141864345,110155909,283877488,151,35585,22967,58552,58298,16,0,50,57,0.9956619756797377,0.0043380243202623125,0.60775037573439,1363.7524152847875,,無星等/未評鑑,0
2023,宜蘭縣,礁溪麒麟酒店,835,9351.0,36.597393448397334,4522.255587637685,42287612,0,42377991,38,21659,1635,23294,21725,60,94,244,39,0.932643599210097,0.06735640078990301,0.9298102515669271,1655.0276701498963,,無星等/未評鑑,0
2023,新竹縣,新竹喜來登大飯店,4629,96279.0,68.37948594115099,3850.164895771663,370690026,472383237,966772012,299,108295,23174,131469,68676,2805,6421,579,27755,0.5223740957944458,0.4776259042055542,0.823730309046239,2632.7229636153147,4.0,四星級,1
2023,新竹縣,豐邑喜來登大飯店,4611,60303.0,42.99709801852419,3840.767524003781,231609804,43265756,300727058,111,66772,14320,81092,41077,1794,4063,374,17627,0.5065481181867508,0.49345188181324917,0.8234104473930844,1651.4185769595504,4.0,四星級,1
2023,苗栗縣,馥藝金鬱金香酒店,2292,44806.0,64.27024313275479,2379.432285854573,106612843,64488359,175659496,96,77790,25117,102907,99219,560,310,468,218,0.9641618160086292,0.03583818399137084,0.755925252898248,1529.2669152979988,3.0,三星級,1
2023,南投縣,涵碧樓大飯店,1152,28483.0,81.287100456621,16808.59256398553,478759142,124895066,678574017,289,48555,9693,58248,50460,1012,151,346,3001,0.8662958384837247,0.1337041615162753,0.8335908529048207,13663.217522831046,5.0,五星級,1
2023,南投縣,雲品溫泉酒店日月潭,2532,46946.0,60.95695643705772,13300.50835001917,624405665,249759216,931340501,304,85774,38303,124077,112168,656,63,1077,5834,0.9040192783513463,0.09598072164865368,0.6912965336041329,8107.58508082841,5.0,五星級,1
2023,南投縣,日月潭力麗溫德姆溫泉酒店,985,4837.0,16.04790816495803,7524.952656605334,36398196,19102710,59873670,171,5676,5645,11321,9440,32,14,51,837,0.8338485999470011,0.1661514000529989,0.5013691370020317,1207.5974917885935,5.0,五星級,1
2023,嘉義縣,阿里山賓館(歷史館),245,2013.0,27.12938005390836,9913.989071038251,19956860,0,19956860,11,3748,1607,5355,5171,14,5,14,53,0.965639589169001,0.034360410830999055,0.699906629318394,2689.603773584906,4.0,四星級,1
2023,嘉義縣,名都觀光渡假大飯店,1164,11094.0,31.33455726592289,1953.821344871101,21675694,19675618,42581734,40,9973,17895,27868,27592,0,276,0,0,0.990096167647481,0.009903832352519015,0.35786565236113105,612.2212681824599,3.0,三星級,1
2023,嘉義縣,阿里山賓館(現代館),1248,22329.0,58.82244467860907,10056.21895293117,224545313,88398882,320313523,98,41954,17980,59934,57191,141,58,293,837,0.9542329896219175,0.04576701037808251,0.7000033370040378,5915.313830347737,4.0,四星級,1
2023,屏東縣,凱撒大飯店,3372,70745.0,68.9757714619997,7562.085080217683,534979709,90748386,658910965,216,143176,41827,185003,173672,890,3057,1855,1725,0.9387523445565747,0.06124765544342525,0.7739117744036583,5216.0065226929255,5.0,五星級,1
2023,屏東縣,墾丁福華渡假飯店,5496,84695.0,50.66399473589759,4309.786173918177,365017340,112032743,494732100,251,137062,77680,214742,207695,702,874,702,1198,0.9671838764657124,0.032816123534287645,0.6382635907274776,2183.5098402823473,5.0,五星級,1
2023,屏東縣,墾丁怡灣渡假酒店,2808,44823.0,52.479803301721105,3704.385003234946,166041649,10129394,186203855,73,68027,37458,105485,54029,12,33,694,212,0.512196046831303,0.48780395316869696,0.6448973787742333,1944.0539632361545,3.0,三星級,1
2023,台東縣,知本老爺大酒店,2184,49048.0,73.83411109438507,5722.946460610015,280699078,133614906,467185117,201,90315,20757,111072,106927,331,36,497,935,0.9626818640161336,0.03731813598386635,0.8131212186689715,4225.486647598977,5.0,五星級,1
2023,台東縣,娜路彎大酒店,3504,50649.0,47.52204916494652,6015.924223577958,304700546,152108118,532267087,182,115138,15611,130749,125931,43,23,276,187,0.9631507697955625,0.03684923020443753,0.8806032933330274,2858.8904672546446,5.0,五星級,1
2023,台東縣,樂樂日暉溫泉酒店,576,7460.0,42.57990867579909,2504.530563002681,18683798,0,18683798,9,14955,0,14955,14955,0,0,0,0,1.0,0.0,1.0,1066.4268264840184,,無星等/未評鑑,0
2023,台東縣,台東桂田喜來登酒店,3480,46046.0,43.50118091639112,4246.827607175434,195549424,180975164,389903771,170,62323,46548,108871,105256,158,51,207,1915,0.9667955653939065,0.03320443460609346,0.5724481266820365,1847.4201606046297,5.0,五星級,1
2023,花蓮縣,東旭觀海酒店,504,1522.0,10.06613756613757,3774.505913272011,5744798,673085,6417883,24,2376,1556,3932,3930,0,2,0,0,0.9994913530010173,0.0005086469989826758,0.6042726347914548,379.9469576719579,,無星等/未評鑑,0
2023,花蓮縣,花蓮翰品酒店,1872,30022.0,52.72567615033369,3210.750816068217,96393161,62217579,162619877,92,76987,8312,85299,80533,714,312,852,547,0.9441259569279827,0.055874043072017265,0.902554543429583,1692.890077274324,,無星等/未評鑑,0
2023,花蓮縣,美侖大飯店,3588,53915.0,49.40211664452284,4697.969971251044,253291051,78320856,351450246,205,103378,38110,141488,133585,351,387,370,2347,0.9441436729616646,0.05585632703833543,0.7306485355648535,2320.896605122097,5.0,五星級,1
2023,花蓮縣,太魯閣晶英酒店,1920,41744.0,71.47945205479452,11401.66294557302,475951018,138916352,683669145,210,77762,36132,113894,104907,155,102,265,3173,0.9210932972764149,0.07890670272358513,0.6827576518517218,8149.84619863014,5.0,五星級,1
2023,花蓮縣,遠雄悅來大飯店,4572,59186.0,42.55995397835545,6153.62862839185,364208664,207828330,655888536,352,115642,43126,158768,156831,121,64,288,430,0.9877998085256475,0.012200191474352473,0.7283709563640028,2618.981512242477,5.0,五星級,1
